Date,Time,Open,Max,Min,Closure,Volume
2013.01.30,00:00,1.3487,1.3587,1.3481,1.3568,11642
2013.01.31,00:00,1.3567,1.3593,1.3540,1.3587,8882
2013.02.01,00:00,1.3586,1.3710,1.3582,1.3640,13348
2013.02.04,00:00,1.3649,1.3653,1.3498,1.3502,10438
2013.02.05,00:00,1.3503,1.3597,1.3457,1.3582,13047
2013.02.06,00:00,1.3581,1.3595,1.3493,1.3517,10696
2013.02.07,00:00,1.3518,1.3577,1.3370,1.3394,14226
2013.02.08,00:00,1.3393,1.3428,1.3353,1.3363,10410
2013.02.11,00:00,1.3368,1.3426,1.3356,1.3402,9941
2013.02.12,00:00,1.3401,1.3475,1.3363,1.3452,11996
2013.02.13,00:00,1.3451,1.3519,1.3425,1.3448,10471
2013.02.14,00:00,1.3447,1.3455,1.3314,1.3356,9620
2013.02.15,00:00,1.3357,1.3392,1.3306,1.3359,9709
2013.02.18,00:00,1.3346,1.3378,1.3321,1.3352,6330
2013.02.19,00:00,1.3353,1.3395,1.3328,1.3384,8756
2013.02.20,00:00,1.3385,1.3433,1.3270,1.3287,11776
2013.02.21,00:00,1.3286,1.3288,1.3160,1.3192,13477
2013.02.22,00:00,1.3191,1.3245,1.3144,1.3192,10797
2013.02.25,00:00,1.3191,1.3318,1.3047,1.3061,16885
2013.02.26,00:00,1.3062,1.3122,1.3017,1.3064,17789
2013.02.27,00:00,1.3063,1.3146,1.3041,1.3135,13723
2013.02.28,00:00,1.3134,1.3161,1.3052,1.3067,10786
2013.03.01,00:00,1.3065,1.3100,1.2966,1.3019,11911
2013.03.04,00:00,1.3014,1.3030,1.2981,1.3025,9412
2013.03.05,00:00,1.3024,1.3074,1.3009,1.3045,9307
2013.03.06,00:00,1.3044,1.3070,1.2964,1.2976,8792
2013.03.07,00:00,1.2975,1.3117,1.2973,1.3104,11836
2013.03.08,00:00,1.3103,1.3133,1.2954,1.3004,9815
2013.03.11,00:00,1.2989,1.3053,1.2978,1.3033,6657
2013.03.12,00:00,1.3034,1.3074,1.2990,1.3027,8748
2013.03.13,00:00,1.3026,1.3064,1.2922,1.2956,9988
2013.03.14,00:00,1.2955,1.3032,1.2910,1.3012,11722
2013.03.15,00:00,1.3013,1.3106,1.3002,1.3074,12040
2013.03.18,00:00,1.2905,1.2995,1.2881,1.2941,13448
2013.03.19,00:00,1.2939,1.2969,1.2843,1.2857,15440
2013.03.20,00:00,1.2856,1.2977,1.2856,1.2932,13039
2013.03.21,00:00,1.2933,1.2954,1.2879,1.2897,12789
2013.03.22,00:00,1.2898,1.3009,1.2887,1.2989,10977
2013.03.25,00:00,1.2972,1.3047,1.2829,1.2859,14771
2013.03.26,00:00,1.2858,1.2889,1.2827,1.2863,12397
2013.03.27,00:00,1.2862,1.2866,1.2750,1.2779,10324
2013.03.28,00:00,1.2780,1.2844,1.2754,1.2814,9705
2013.03.29,00:00,1.2813,1.2836,1.2793,1.2819,4387
2013.04.01,00:00,1.2811,1.2867,1.2770,1.2843,5748
2013.04.02,00:00,1.2844,1.2877,1.2808,1.2822,9057
2013.04.03,00:00,1.2821,1.2864,1.2789,1.2842,8150
2013.04.04,00:00,1.2843,1.2948,1.2744,1.2933,14237
2013.04.05,00:00,1.2932,1.3039,1.2900,1.2990,11310
2013.04.08,00:00,1.2992,1.3037,1.2968,1.3017,10443
2013.04.09,00:00,1.3016,1.3102,1.3004,1.3080,10296
2013.04.10,00:00,1.3079,1.3121,1.3052,1.3066,9070
2013.04.11,00:00,1.3067,1.3138,1.3043,1.3106,9782
2013.04.12,00:00,1.3105,1.3126,1.3036,1.3114,10175
2013.04.15,00:00,1.3103,1.3109,1.3021,1.3046,12919
2013.04.16,00:00,1.3045,1.3201,1.3027,1.3178,14363
2013.04.17,00:00,1.3179,1.3199,1.3000,1.3035,15554
2013.04.18,00:00,1.3034,1.3095,1.3020,1.3049,13900
2013.04.19,00:00,1.3050,1.3128,1.3046,1.3051,10806
2013.04.22,00:00,1.3069,1.3083,1.3014,1.3061,8017
2013.04.23,00:00,1.3062,1.3083,1.2972,1.3000,11058
2013.04.24,00:00,1.3001,1.3033,1.2954,1.3011,8979
2013.04.25,00:00,1.3010,1.3092,1.2988,1.3008,10067
2013.04.26,00:00,1.3009,1.3047,1.2990,1.3029,10160
2013.04.29,00:00,1.3059,1.3116,1.3031,1.3093,8371
2013.04.30,00:00,1.3092,1.3185,1.3053,1.3166,10946
2013.05.01,00:00,1.3167,1.3242,1.3160,1.3184,10032
2013.05.02,00:00,1.3183,1.3217,1.3036,1.3061,14219
2013.05.03,00:00,1.3062,1.3158,1.3032,1.3113,10372
2013.05.06,00:00,1.3116,1.3140,1.3053,1.3072,5596
2013.05.07,00:00,1.3073,1.3131,1.3067,1.3078,7891
2013.05.08,00:00,1.3079,1.3193,1.3071,1.3160,9156
2013.05.09,00:00,1.3159,1.3176,1.3009,1.3044,10760
2013.05.10,00:00,1.3045,1.3050,1.2935,1.2989,12353
2013.05.13,00:00,1.2975,1.2999,1.2941,1.2981,9651
2013.05.14,00:00,1.2980,1.3028,1.2911,1.2931,11873
2013.05.15,00:00,1.2930,1.2941,1.2842,1.2880,11360
2013.05.16,00:00,1.2879,1.2929,1.2846,1.2883,11449
2013.05.17,00:00,1.2882,1.2889,1.2796,1.2837,10486
2013.05.20,00:00,1.2845,1.2900,1.2818,1.2883,8901
2013.05.21,00:00,1.2884,1.2933,1.2840,1.2905,11025
2013.05.22,00:00,1.2904,1.2997,1.2833,1.2852,15330
2013.05.23,00:00,1.2853,1.2956,1.2821,1.2932,15247
2013.05.24,00:00,1.2931,1.2992,1.2903,1.2931,11917
2013.05.27,00:00,1.2936,1.2948,1.2915,1.2933,4717
2013.05.28,00:00,1.2932,1.2949,1.2849,1.2852,10872
2013.05.29,00:00,1.2851,1.2977,1.2837,1.2940,12223
2013.05.30,00:00,1.2939,1.3060,1.2933,1.3043,13183
2013.05.31,00:00,1.3045,1.3059,1.2943,1.2996,12876
2013.06.03,00:00,1.2990,1.3107,1.2955,1.3070,11440
2013.06.04,00:00,1.3069,1.3101,1.3041,1.3081,10395
2013.06.05,00:00,1.3082,1.3115,1.3052,1.3091,12035
2013.06.06,00:00,1.3092,1.3306,1.3074,1.3238,15945
2013.06.07,00:00,1.3239,1.3285,1.3191,1.3218,16018
2013.06.10,00:00,1.3204,1.3268,1.3177,1.3255,10742
2013.06.11,00:00,1.3254,1.3317,1.3231,1.3312,14096
2013.06.12,00:00,1.3311,1.3358,1.3265,1.3338,11835
2013.06.13,00:00,1.3337,1.3389,1.3278,1.3372,13554
2013.06.14,00:00,1.3373,1.3373,1.3294,1.3346,10335
2013.06.17,00:00,1.3347,1.3381,1.3318,1.3362,7885
2013.06.18,00:00,1.3361,1.3415,1.3325,1.3394,10165
2013.06.19,00:00,1.3393,1.3416,1.3261,1.3295,11150
2013.06.20,00:00,1.3296,1.3301,1.3161,1.3226,16990
2013.06.21,00:00,1.3224,1.3253,1.3098,1.3121,12688
2013.06.24,00:00,1.3104,1.3143,1.3058,1.3123,12669
2013.06.25,00:00,1.3122,1.3150,1.3064,1.3081,11336
2013.06.26,00:00,1.3082,1.3086,1.2984,1.3006,11170
2013.06.27,00:00,1.3007,1.3056,1.2999,1.3036,10049
2013.06.28,00:00,1.3035,1.3102,1.2990,1.3010,10189
2013.07.01,00:00,1.3014,1.3070,1.3005,1.3061,8092
2013.07.02,00:00,1.3060,1.3077,1.2963,1.2981,9125
2013.07.03,00:00,1.2980,1.3031,1.2922,1.3008,10300
2013.07.04,00:00,1.3007,1.3022,1.2882,1.2911,9914
2013.07.05,00:00,1.2912,1.2916,1.2805,1.2828,10537
2013.07.08,00:00,1.2820,1.2881,1.2811,1.2868,7242
2013.07.09,00:00,1.2867,1.2897,1.2754,1.2786,9408
2013.07.10,00:00,1.2785,1.3023,1.2764,1.3022,13607
2013.07.11,00:00,1.3018,1.3206,1.3005,1.3095,19483
2013.07.12,00:00,1.3094,1.3099,1.2998,1.3066,9990
2013.07.15,00:00,1.3067,1.3078,1.2993,1.3066,8626
2013.07.16,00:00,1.3065,1.3173,1.3050,1.3152,10282
2013.07.17,00:00,1.3153,1.3178,1.3082,1.3122,12015
2013.07.18,00:00,1.3123,1.3125,1.3066,1.3111,8908
2013.07.19,00:00,1.3110,1.3153,1.3088,1.3142,8449
2013.07.22,00:00,1.3136,1.3217,1.3136,1.3183,7531
2013.07.23,00:00,1.3184,1.3238,1.3163,1.3223,7774
2013.07.24,00:00,1.3222,1.3255,1.3176,1.3197,9876
2013.07.25,00:00,1.3198,1.3295,1.3165,1.3275,9642
2013.07.26,00:00,1.3274,1.3296,1.3252,1.3279,7761
2013.07.29,00:00,1.3280,1.3294,1.3238,1.3261,7672
2013.07.30,00:00,1.3262,1.3301,1.3234,1.3262,7377
2013.07.31,00:00,1.3263,1.3344,1.3214,1.3298,12420
2013.08.01,00:00,1.3299,1.3310,1.3193,1.3209,10956
2013.08.02,00:00,1.3210,1.3293,1.3188,1.3277,9953
2013.08.05,00:00,1.3281,1.3299,1.3232,1.3261,7448
2013.08.06,00:00,1.3260,1.3322,1.3245,1.3307,7415
2013.08.07,00:00,1.3308,1.3345,1.3265,1.3336,9067
2013.08.08,00:00,1.3335,1.3399,1.3327,1.3381,8167
2013.08.09,00:00,1.3380,1.3390,1.3332,1.3340,5836
2013.08.12,00:00,1.3336,1.3343,1.3277,1.3298,5738
2013.08.13,00:00,1.3299,1.3316,1.3233,1.3260,8387
2013.08.14,00:00,1.3261,1.3280,1.3238,1.3257,6940
2013.08.15,00:00,1.3256,1.3362,1.3205,1.3350,10189
2013.08.16,00:00,1.3349,1.3379,1.3310,1.3328,7403
2013.08.19,00:00,1.3335,1.3374,1.3314,1.3335,6438
2013.08.20,00:00,1.3336,1.3451,1.3322,1.3417,8672
2013.08.21,00:00,1.3416,1.3426,1.3335,1.3358,9482
2013.08.22,00:00,1.3357,1.3372,1.3297,1.3356,8188
2013.08.23,00:00,1.3355,1.3409,1.3333,1.3382,7272
2013.08.26,00:00,1.3381,1.3394,1.3356,1.3370,4666
2013.08.27,00:00,1.3369,1.3398,1.3322,1.3390,7766
2013.08.28,00:00,1.3391,1.3397,1.3304,1.3340,8195
2013.08.29,00:00,1.3341,1.3342,1.3219,1.3237,8392
2013.08.30,00:00,1.3239,1.3254,1.3173,1.3222,7201
2013.09.02,00:00,1.3212,1.3227,1.3183,1.3195,5346
2013.09.03,00:00,1.3194,1.3196,1.3138,1.3165,6957
2013.09.04,00:00,1.3166,1.3217,1.3156,1.3203,6233
2013.09.05,00:00,1.3204,1.3222,1.3110,1.3117,8876
2013.09.06,00:00,1.3118,1.3189,1.3104,1.3177,7445
2013.09.09,00:00,1.3173,1.3280,1.3165,1.3253,5692
2013.09.10,00:00,1.3254,1.3275,1.3230,1.3265,5729
2013.09.11,00:00,1.3266,1.3324,1.3243,1.3310,6622
2013.09.12,00:00,1.3311,1.3324,1.3255,1.3299,7075
2013.09.13,00:00,1.3300,1.3321,1.3253,1.3293,6948
2013.09.16,00:00,1.3365,1.3385,1.3329,1.3334,5849
2013.09.17,00:00,1.3335,1.3369,1.3325,1.3358,5057
2013.09.18,00:00,1.3357,1.3541,1.3337,1.3508,9185
2013.09.19,00:00,1.3507,1.3568,1.3500,1.3528,8641
2013.09.20,00:00,1.3529,1.3548,1.3497,1.3523,6741
2013.09.23,00:00,1.3531,1.3544,1.3479,1.3492,6489
2013.09.24,00:00,1.3493,1.3518,1.3464,1.3470,6371
2013.09.25,00:00,1.3469,1.3537,1.3461,1.3522,5811
2013.09.26,00:00,1.3521,1.3526,1.3472,1.3486,5868
2013.09.27,00:00,1.3487,1.3564,1.3474,1.3521,5544
2013.09.30,00:00,1.3482,1.3556,1.3477,1.3521,6386
2013.10.01,00:00,1.3522,1.3587,1.3516,1.3524,7588
2013.10.02,00:00,1.3523,1.3606,1.3504,1.3581,7942
2013.10.03,00:00,1.3580,1.3646,1.3577,1.3621,7397
2013.10.04,00:00,1.3622,1.3631,1.3538,1.3557,6294
2013.10.07,00:00,1.3562,1.3590,1.3542,1.3576,5027
2013.10.08,00:00,1.3577,1.3606,1.3557,1.3573,5135
2013.10.09,00:00,1.3572,1.3604,1.3485,1.3523,7488
2013.10.10,00:00,1.3524,1.3546,1.3487,1.3525,6630
2013.10.11,00:00,1.3524,1.3581,1.3519,1.3543,6122
2013.10.14,00:00,1.3557,1.3597,1.3545,1.3559,4215
2013.10.15,00:00,1.3558,1.3571,1.3479,1.3525,7657
2013.10.16,00:00,1.3524,1.3567,1.3472,1.3533,7638
2013.10.17,00:00,1.3534,1.3681,1.3515,1.3672,8334
2013.10.18,00:00,1.3671,1.3703,1.3659,1.3686,5524
2013.10.21,00:00,1.3682,1.3688,1.3651,1.3676,4742
2013.10.22,00:00,1.3677,1.3791,1.3662,1.3777,5959
2013.10.23,00:00,1.3776,1.3792,1.3741,1.3774,6558
2013.10.24,00:00,1.3775,1.3825,1.3764,1.3798,6353
2013.10.25,00:00,1.3799,1.3832,1.3774,1.3802,6758
2013.10.28,00:00,1.3807,1.3817,1.3774,1.3782,4643
2013.10.29,00:00,1.3783,1.3812,1.3736,1.3746,7297
2013.10.30,00:00,1.3745,1.3785,1.3695,1.3721,8086
2013.10.31,00:00,1.3722,1.3738,1.3575,1.3587,9015
2013.11.01,00:00,1.3588,1.3589,1.3479,1.3486,7512
2013.11.04,00:00,1.3489,1.3524,1.3441,1.3512,5596
2013.11.05,00:00,1.3511,1.3522,1.3448,1.3471,6313
2013.11.06,00:00,1.3472,1.3547,1.3467,1.3515,6433
2013.11.07,00:00,1.3514,1.3528,1.3294,1.3413,11750
2013.11.08,00:00,1.3414,1.3437,1.3317,1.3367,8884
2013.11.11,00:00,1.3357,1.3415,1.3344,1.3406,5132
2013.11.12,00:00,1.3405,1.3456,1.3358,1.3434,7732
2013.11.13,00:00,1.3433,1.3497,1.3389,1.3481,8333
2013.11.14,00:00,1.3480,1.3493,1.3418,1.3458,8080
2013.11.15,00:00,1.3457,1.3505,1.3432,1.3495,5506
2013.11.18,00:00,1.3491,1.3541,1.3474,1.3503,5527
2013.11.19,00:00,1.3502,1.3547,1.3487,1.3535,7066
2013.11.20,00:00,1.3534,1.3578,1.3415,1.3438,9016
2013.11.21,00:00,1.3437,1.3486,1.3399,1.3475,8292
2013.11.22,00:00,1.3474,1.3558,1.3462,1.3558,5906
2013.11.25,00:00,1.3553,1.3559,1.3490,1.3522,5989
2013.11.26,00:00,1.3521,1.3574,1.3519,1.3566,6283
2013.11.27,00:00,1.3567,1.3612,1.3557,1.3577,6910
2013.11.28,00:00,1.3578,1.3618,1.3563,1.3602,5151
2013.11.29,00:00,1.3601,1.3621,1.3580,1.3590,6430
2013.12.02,00:00,1.3586,1.3615,1.3525,1.3538,7145
2013.12.03,00:00,1.3539,1.3613,1.3524,1.3588,6220
2013.12.04,00:00,1.3589,1.3605,1.3528,1.3589,7967
2013.12.05,00:00,1.3588,1.3677,1.3543,1.3671,9913
2013.12.06,00:00,1.3670,1.3706,1.3628,1.3705,7987
2013.12.09,00:00,1.3710,1.3745,1.3694,1.3735,5502
2013.12.10,00:00,1.3734,1.3794,1.3734,1.3758,6426
2013.12.11,00:00,1.3759,1.3810,1.3740,1.3786,6883
2013.12.12,00:00,1.3785,1.3803,1.3737,1.3750,7618
2013.12.13,00:00,1.3749,1.3768,1.3709,1.3741,6176
2013.12.16,00:00,1.3736,1.3798,1.3736,1.3758,6525
2013.12.17,00:00,1.3759,1.3782,1.3723,1.3771,6165
2013.12.18,00:00,1.3770,1.3811,1.3672,1.3674,10697
2013.12.19,00:00,1.3675,1.3693,1.3649,1.3654,7834
2013.12.20,00:00,1.3656,1.3709,1.3624,1.3673,7162
2013.12.23,00:00,1.3672,1.3716,1.3671,1.3696,4914
2013.12.24,00:00,1.3695,1.3698,1.3654,1.3679,4133
2013.12.26,00:00,1.3680,1.3702,1.3663,1.3688,3912
2013.12.27,00:00,1.3689,1.3893,1.3688,1.3749,8739
2013.12.30,00:00,1.3759,1.3818,1.3728,1.3794,5912
2013.12.31,00:00,1.3795,1.3812,1.3743,1.3745,4525
2014.01.02,00:00,1.3762,1.3775,1.3629,1.3664,10354
2014.01.03,00:00,1.3665,1.3671,1.3582,1.3588,6826
2014.01.06,00:00,1.3594,1.3652,1.3570,1.3633,7102
2014.01.07,00:00,1.3632,1.3656,1.3596,1.3613,7005
2014.01.08,00:00,1.3615,1.3634,1.3553,1.3575,7804
2014.01.09,00:00,1.3574,1.3632,1.3548,1.3601,8700
2014.01.10,00:00,1.3602,1.3687,1.3572,1.3669,8214
2014.01.13,00:00,1.3666,1.3684,1.3637,1.3668,6169
2014.01.14,00:00,1.3667,1.3699,1.3648,1.3672,6294
2014.01.15,00:00,1.3673,1.3675,1.3581,1.3604,6603
2014.01.16,00:00,1.3603,1.3649,1.3582,1.3616,7166
2014.01.17,00:00,1.3617,1.3620,1.3516,1.3540,6738
2014.01.20,00:00,1.3532,1.3567,1.3507,1.3555,4769
2014.01.21,00:00,1.3556,1.3568,1.3516,1.3559,6284
2014.01.22,00:00,1.3558,1.3583,1.3534,1.3544,6040
2014.01.23,00:00,1.3545,1.3698,1.3530,1.3693,9270
2014.01.24,00:00,1.3692,1.3739,1.3662,1.3676,8677
2014.01.27,00:00,1.3679,1.3716,1.3652,1.3672,7232
2014.01.28,00:00,1.3673,1.3688,1.3628,1.3651,6003
2014.01.29,00:00,1.3652,1.3684,1.3602,1.3660,9623
2014.01.30,00:00,1.3661,1.3664,1.3543,1.3556,8539
2014.01.31,00:00,1.3555,1.3573,1.3478,1.3486,9336
2014.02.03,00:00,1.3485,1.3535,1.3476,1.3525,8149
2014.02.04,00:00,1.3526,1.3538,1.3493,1.3514,7082
2014.02.05,00:00,1.3513,1.3555,1.3498,1.3536,6778
2014.02.06,00:00,1.3535,1.3618,1.3482,1.3589,7278
2014.02.07,00:00,1.3590,1.3640,1.3551,1.3634,6765
2014.02.10,00:00,1.3622,1.3651,1.3617,1.3643,4417
2014.02.11,00:00,1.3644,1.3682,1.3629,1.3637,6477
2014.02.12,00:00,1.3638,1.3652,1.3561,1.3594,6730
2014.02.13,00:00,1.3595,1.3691,1.3585,1.3678,6471
2014.02.14,00:00,1.3677,1.3714,1.3673,1.3692,5411
2014.02.17,00:00,1.3700,1.3723,1.3691,1.3704,4118
2014.02.18,00:00,1.3705,1.3769,1.3694,1.3760,5588
2014.02.19,00:00,1.3759,1.3772,1.3724,1.3732,4626
2014.02.20,00:00,1.3733,1.3762,1.3685,1.3720,6208
2014.02.21,00:00,1.3721,1.3758,1.3701,1.3738,4666
2014.02.24,00:00,1.3737,1.3771,1.3708,1.3733,5050
2014.02.25,00:00,1.3732,1.3766,1.3715,1.3744,5683
2014.02.26,00:00,1.3745,1.3756,1.3661,1.3683,5923
2014.02.27,00:00,1.3682,1.3726,1.3642,1.3707,5877
2014.02.28,00:00,1.3708,1.3824,1.3693,1.3801,7670
2014.03.03,00:00,1.3785,1.3792,1.3725,1.3736,6097
2014.03.04,00:00,1.3735,1.3781,1.3720,1.3739,5467
2014.03.05,00:00,1.3738,1.3748,1.3707,1.3736,5602
2014.03.06,00:00,1.3735,1.3872,1.3720,1.3859,8166
2014.03.07,00:00,1.3860,1.3914,1.3851,1.3876,6248
2014.03.10,00:00,1.3875,1.3897,1.3861,1.3876,4355
2014.03.11,00:00,1.3877,1.3878,1.3833,1.3854,4722
2014.03.12,00:00,1.3853,1.3914,1.3843,1.3901,5475
2014.03.13,00:00,1.3897,1.3966,1.3845,1.3867,8566
2014.03.14,00:00,1.3868,1.3936,1.3847,1.3913,7046
2014.03.17,00:00,1.3906,1.3947,1.3878,1.3925,5391
2014.03.18,00:00,1.3924,1.3942,1.3879,1.3930,6272
2014.03.19,00:00,1.3931,1.3932,1.3809,1.3822,7242
2014.03.20,00:00,1.3821,1.3844,1.3748,1.3778,7075
2014.03.21,00:00,1.3777,1.3810,1.3765,1.3792,5142
2014.03.24,00:00,1.3791,1.3875,1.3759,1.3837,5822
2014.03.25,00:00,1.3838,1.3846,1.3748,1.3824,8197
2014.03.26,00:00,1.3825,1.3826,1.3776,1.3782,6228
2014.03.27,00:00,1.3783,1.3796,1.3728,1.3743,7271
2014.03.28,00:00,1.3742,1.3772,1.3704,1.3751,5289
2014.03.31,00:00,1.3753,1.3808,1.3720,1.3773,6644
2014.04.01,00:00,1.3772,1.3815,1.3768,1.3793,4911
2014.04.02,00:00,1.3792,1.3819,1.3752,1.3765,4879
2014.04.03,00:00,1.3764,1.3806,1.3697,1.3716,7799
2014.04.04,00:00,1.3717,1.3731,1.3672,1.3702,6655
2014.04.07,00:00,1.3700,1.3748,1.3695,1.3741,3338
2014.04.08,00:00,1.3740,1.3811,1.3737,1.3794,5166
2014.04.09,00:00,1.3793,1.3861,1.3779,1.3853,6084
2014.04.10,00:00,1.3852,1.3898,1.3835,1.3886,5636
2014.04.11,00:00,1.3887,1.3905,1.3863,1.3884,4568
2014.04.14,00:00,1.3857,1.3862,1.3807,1.3817,5419
2014.04.15,00:00,1.3818,1.3832,1.3789,1.3813,5247
2014.04.16,00:00,1.3812,1.3851,1.3803,1.3815,4731
2014.04.17,00:00,1.3816,1.3864,1.3810,1.3812,4059
2014.04.18,00:00,1.3813,1.3822,1.3807,1.3809,1558
2014.04.21,00:00,1.3816,1.3830,1.3786,1.3794,2128
2014.04.22,00:00,1.3793,1.3824,1.3784,1.3805,3916
2014.04.23,00:00,1.3806,1.3854,1.3799,1.3815,4739
2014.04.24,00:00,1.3816,1.3843,1.3790,1.3831,4835
2014.04.25,00:00,1.3830,1.3847,1.3826,1.3833,3081
2014.04.28,00:00,1.3839,1.3879,1.3814,1.3849,4373
2014.04.29,00:00,1.3850,1.3878,1.3804,1.3811,5199
2014.04.30,00:00,1.3812,1.3876,1.3774,1.3865,6828
2014.05.01,00:00,1.3866,1.3888,1.3862,1.3867,2805
2014.05.02,00:00,1.3866,1.3881,1.3811,1.3869,5724
2014.05.05,00:00,1.3872,1.3885,1.3864,1.3874,3110
2014.05.06,00:00,1.3875,1.3950,1.3871,1.3924,4817
2014.05.07,00:00,1.3925,1.3938,1.3909,1.3911,4690
2014.05.08,00:00,1.3910,1.3993,1.3832,1.3839,8832
2014.05.09,00:00,1.3840,1.3844,1.3744,1.3757,5452
2014.05.12,00:00,1.3756,1.3774,1.3749,1.3757,3624
2014.05.13,00:00,1.3758,1.3771,1.3688,1.3703,6232
2014.05.14,00:00,1.3702,1.3730,1.3697,1.3714,4691
2014.05.15,00:00,1.3713,1.3732,1.3648,1.3709,7174
2014.05.16,00:00,1.3710,1.3726,1.3684,1.3693,4155
2014.05.19,00:00,1.3697,1.3733,1.3695,1.3708,4334
2014.05.20,00:00,1.3709,1.3713,1.3677,1.3699,3871
2014.05.21,00:00,1.3698,1.3722,1.3634,1.3685,5577
2014.05.22,00:00,1.3686,1.3687,1.3644,1.3656,5078
2014.05.23,00:00,1.3655,1.3656,1.3615,1.3630,4446
2014.05.26,00:00,1.3624,1.3654,1.3615,1.3644,2725
2014.05.27,00:00,1.3645,1.3668,1.3612,1.3633,5077
2014.05.28,00:00,1.3634,1.3637,1.3588,1.3592,5050
2014.05.29,00:00,1.3593,1.3625,1.3585,1.3601,4968
